13534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
